Ambient Temperature (C),Beam Irradiance (W/m^2),Cell Temperature (C),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),Size,Wind Speed (m/s)
6.0,0.0,6.0,0.0,0.0,4.0,0.0
1.0,0.0,1.0,0.0,0.0,3.0,2.0
9.0,248.0,28.329,236.0,410.78,3.0,0.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
4.0,0.0,4.0,0.0,0.0,4.0,3.0
15.0,0.0,15.0,0.0,0.0,1.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
6.0,865.0,34.659,90.0,768.065,4.0,1.0
16.0,0.0,16.09,24.0,22.735,1.0,0.0
4.0,0.0,1.45,18.0,17.061,3.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
11.0,0.0,9.329,21.0,19.905,4.0,1.0
0.0,25.0,5.28,127.0,153.385,3.0,0.0
4.0,3.0,6.081,135.0,132.633,4.0,2.0
17.0,0.0,17.0,0.0,0.0,3.0,1.0
7.0,495.0,14.23,49.0,259.023,5.0,1.0
11.0,0.0,8.034,3.0,2.835,3.0,1.0
4.0,0.0,3.615,71.0,67.531,3.0,1.0
16.0,901.0,56.172,86.0,911.367,1.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,3.0
5.0,0.0,5.098,73.0,69.373,1.0,2.0
11.0,822.0,48.264,117.0,789.797,4.0,0.0
15.0,0.0,15.0,0.0,0.0,3.0,0.0
8.0,0.0,10.352,114.0,108.991,5.0,2.0
10.0,192.0,8.205,12.0,36.645,5.0,0.0
6.0,227.0,15.365,142.0,299.488,3.0,1.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
21.0,845.0,62.371,134.0,978.357,5.0,0.0
5.0,0.0,2.398,18.0,17.043,1.0,1.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
0.0,35.0,2.406,77.0,98.186,5.0,2.0
8.0,810.0,36.969,110.0,743.837,5.0,0.0
-6.0,0.0,-5.809,75.0,75.922,2.0,5.0
2.0,0.0,0.022,7.0,6.624,2.0,3.0
15.0,876.0,51.198,90.0,853.81,3.0,0.0
10.0,2.0,17.081,162.0,157.788,2.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,0.0
7.0,0.0,7.0,0.0,0.0,4.0,1.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
8.0,667.0,29.661,91.0,402.423,4.0,0.0
12.0,0.0,12.0,0.0,0.0,1.0,2.0
2.0,0.0,2.0,0.0,0.0,4.0,0.0
10.0,0.0,10.0,0.0,0.0,5.0,0.0
0.0,592.0,18.962,50.0,351.601,4.0,0.0
10.0,0.0,10.0,0.0,0.0,1.0,0.0
8.0,0.0,8.143,31.0,29.382,2.0,1.0
10.0,871.0,48.277,101.0,850.471,4.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
16.0,244.0,15.025,27.0,21.436,4.0,0.0
2.0,0.0,2.0,0.0,0.0,5.0,2.0
15.0,0.0,15.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,5.0,0.0
12.0,0.0,12.452,88.0,84.247,4.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
-5.0,0.0,-5.0,0.0,0.0,3.0,1.0
12.0,0.0,12.0,0.0,0.0,2.0,2.0
11.0,64.0,8.824,22.0,18.479,5.0,0.0
16.0,0.0,18.167,89.0,84.676,5.0,0.0
16.0,862.0,49.68,76.0,756.317,5.0,0.0
18.0,763.0,59.225,176.0,922.383,5.0,0.0
14.0,0.0,16.637,121.0,115.4,5.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,3.0
19.0,0.0,19.0,0.0,0.0,1.0,1.0
6.0,454.0,25.865,140.0,498.613,4.0,1.0
4.0,0.0,3.047,4.0,3.782,4.0,2.0
10.0,0.0,10.0,0.0,0.0,4.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,1.0
10.0,0.0,10.0,0.0,0.0,4.0,1.0
16.0,0.0,16.0,0.0,0.0,4.0,1.0
9.0,0.0,9.0,0.0,0.0,2.0,0.0
2.0,0.0,2.0,0.0,0.0,5.0,2.0
16.0,0.0,16.0,0.0,0.0,2.0,1.0
18.0,0.0,18.0,0.0,0.0,2.0,0.0
5.0,0.0,5.0,0.0,0.0,4.0,0.0
7.0,495.0,14.23,49.0,259.023,3.0,1.0
9.0,115.0,9.687,61.0,98.125,5.0,1.0
10.0,37.0,22.08,300.0,327.587,4.0,1.0
12.0,0.0,12.0,0.0,0.0,3.0,0.0
15.0,345.0,43.923,403.0,772.166,3.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
16.0,893.0,50.449,68.0,776.144,1.0,0.0
9.0,74.0,22.522,209.0,279.799,1.0,0.0
11.0,0.0,11.0,0.0,0.0,5.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
-5.0,0.0,-5.0,0.0,0.0,1.0,2.0
14.0,0.0,14.0,0.0,0.0,1.0,1.0
4.0,20.0,5.917,112.0,127.406,4.0,1.0
7.0,102.0,22.643,305.0,386.453,1.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
11.0,0.0,11.0,0.0,0.0,5.0,2.0
2.0,0.0,2.0,0.0,0.0,2.0,1.0
4.0,305.0,6.61,41.0,149.183,5.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
13.0,910.0,58.315,120.0,1026.488,5.0,0.0
4.0,0.0,1.868,16.0,15.158,5.0,2.0
7.0,0.0,7.0,0.0,0.0,4.0,2.0
5.0,0.0,5.014,70.0,66.493,3.0,1.0
0.0,0.0,-1.836,6.0,5.675,2.0,2.0
13.0,98.0,27.483,240.0,333.718,1.0,0.0
5.0,577.0,16.6,64.0,402.016,5.0,2.0
6.0,0.0,6.0,0.0,0.0,2.0,2.0
10.0,292.0,30.331,205.0,462.62,5.0,0.0
16.0,0.0,16.0,0.0,0.0,3.0,0.0
12.0,5.0,16.234,173.0,171.319,2.0,1.0
0.0,0.0,0.0,0.0,0.0,4.0,2.0
11.0,0.0,11.0,0.0,0.0,5.0,1.0
17.0,76.0,36.409,414.0,495.806,1.0,1.0
11.0,886.0,49.686,93.0,839.823,1.0,0.0
5.0,0.0,3.218,8.0,7.567,2.0,4.0
6.0,0.0,6.0,0.0,0.0,3.0,2.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
13.0,151.0,37.23,366.0,531.323,1.0,0.0
5.0,0.0,5.0,0.0,0.0,2.0,3.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
16.0,774.0,45.634,82.0,610.784,3.0,0.0
5.0,0.0,5.0,0.0,0.0,4.0,2.0
3.0,0.0,3.0,0.0,0.0,5.0,2.0
18.0,0.0,18.0,0.0,0.0,2.0,1.0
8.0,0.0,8.0,0.0,0.0,1.0,0.0
14.0,0.0,15.832,102.0,97.866,2.0,0.0
22.0,847.0,64.965,134.0,991.48,2.0,0.0
5.0,25.0,4.563,26.0,32.267,3.0,2.0
13.0,0.0,13.0,0.0,0.0,3.0,0.0
8.0,0.0,7.823,74.0,71.543,5.0,1.0
2.0,0.0,2.0,0.0,0.0,3.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
4.0,22.0,3.06,51.0,54.535,1.0,1.0
14.0,647.0,33.053,103.0,488.752,2.0,0.0
7.0,0.0,7.0,0.0,0.0,3.0,0.0
8.0,200.0,27.657,427.0,643.914,2.0,2.0
13.0,0.0,13.0,0.0,0.0,1.0,0.0
20.0,0.0,20.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,5.0,1.0
-3.0,372.0,1.423,38.0,180.215,4.0,3.0
8.0,0.0,8.0,0.0,0.0,5.0,1.0
9.0,0.0,10.83,102.0,99.776,5.0,2.0
17.0,0.0,17.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,0.0
8.0,12.0,15.58,238.0,243.029,5.0,1.0
25.0,829.0,57.575,97.0,697.721,1.0,0.0
13.0,0.0,13.0,0.0,0.0,5.0,1.0
17.0,892.0,60.166,109.0,992.85,4.0,0.0
4.0,0.0,1.148,12.0,11.355,4.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
0.0,0.0,0.0,0.0,0.0,4.0,2.0
16.0,859.0,46.608,73.0,692.079,5.0,0.0
8.0,0.0,8.0,0.0,0.0,3.0,2.0
23.0,500.0,28.669,49.0,97.623,3.0,0.0
18.0,0.0,21.949,153.0,146.942,5.0,1.0
4.0,140.0,2.493,53.0,70.276,1.0,0.0
8.0,878.0,42.34,108.0,894.192,1.0,1.0
10.0,0.0,10.0,0.0,0.0,4.0,0.0
16.0,0.0,16.0,0.0,0.0,3.0,1.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
6.0,0.0,4.44,31.0,29.381,1.0,2.0
14.0,0.0,14.0,0.0,0.0,5.0,1.0
7.0,261.0,24.771,173.0,344.317,2.0,0.0
12.0,0.0,12.0,0.0,0.0,3.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
6.0,908.0,29.058,85.0,821.119,4.0,3.0
12.0,0.0,12.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,5.0,1.0
11.0,2.0,15.298,155.0,150.551,3.0,1.0
10.0,0.0,10.0,0.0,0.0,1.0,0.0
9.0,0.0,9.0,0.0,0.0,2.0,1.0
10.0,4.0,16.251,165.0,165.241,3.0,0.0
8.0,545.0,16.575,51.0,289.172,1.0,1.0
7.0,0.0,7.0,0.0,0.0,5.0,2.0
3.0,0.0,3.0,0.0,0.0,3.0,1.0
0.0,759.0,25.554,54.0,535.76,4.0,0.0
-8.0,0.0,-8.0,0.0,0.0,3.0,2.0
11.0,0.0,8.617,19.0,17.805,4.0,1.0
5.0,0.0,2.559,9.0,8.512,2.0,1.0
21.0,436.0,32.194,84.0,199.531,1.0,0.0
5.0,0.0,6.666,122.0,117.422,5.0,2.0
11.0,0.0,11.0,0.0,0.0,4.0,2.0
20.0,773.0,46.876,112.0,612.869,3.0,0.0
7.0,9.0,12.813,220.0,221.832,4.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,5.0
20.0,310.0,20.083,33.0,25.805,4.0,0.0
9.0,328.0,11.7,48.0,149.861,5.0,1.0
10.0,421.0,18.883,57.0,243.287,1.0,0.0
8.0,0.0,8.0,0.0,0.0,5.0,1.0
10.0,0.0,10.0,0.0,0.0,5.0,1.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0
10.0,0.0,10.0,0.0,0.0,5.0,2.0
13.0,156.0,18.534,167.0,212.841,5.0,1.0
5.0,530.0,11.009,76.0,191.116,5.0,0.0
1.0,0.0,1.0,0.0,0.0,5.0,5.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,2.0
9.0,478.0,22.515,59.0,248.495,4.0,0.0
8.0,0.0,13.063,136.0,130.025,2.0,2.0
5.0,0.0,2.855,12.0,11.357,3.0,2.0
9.0,0.0,12.26,124.0,119.503,1.0,0.0
8.0,0.0,3.239,5.0,4.727,5.0,0.0
7.0,0.0,7.0,0.0,0.0,3.0,0.0
1.0,0.0,1.0,0.0,0.0,2.0,1.0
5.0,0.0,5.601,91.0,86.57,5.0,2.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
23.0,492.0,26.734,55.0,111.645,2.0,1.0
5.0,0.0,2.299,15.0,14.198,3.0,1.0
14.0,329.0,13.622,60.0,64.647,4.0,1.0
-5.0,0.0,-5.0,0.0,0.0,2.0,3.0
15.0,14.0,19.017,144.0,141.042,2.0,1.0
19.0,547.0,57.758,320.0,887.409,4.0,0.0
-2.0,344.0,7.88,114.0,366.977,4.0,3.0
8.0,774.0,35.928,63.0,568.489,5.0,0.0
17.0,0.0,17.0,0.0,0.0,3.0,0.0
12.0,0.0,12.0,0.0,0.0,4.0,0.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
4.0,0.0,1.536,20.0,18.945,5.0,1.0
6.0,0.0,6.0,0.0,0.0,3.0,1.0
1.0,0.0,1.0,0.0,0.0,3.0,3.0
11.0,773.0,38.48,80.0,542.875,5.0,0.0
7.0,332.0,19.739,119.0,337.263,3.0,1.0
2.0,0.0,2.0,0.0,0.0,5.0,2.0
-2.0,0.0,-2.0,0.0,0.0,5.0,4.0
11.0,129.0,32.134,429.0,573.172,3.0,1.0
11.0,185.0,9.512,63.0,62.241,1.0,0.0
7.0,848.0,36.931,139.0,981.116,2.0,2.0
8.0,555.0,27.364,119.0,535.466,5.0,1.0
24.0,654.0,54.098,172.0,689.81,4.0,0.0
17.0,0.0,17.0,0.0,0.0,2.0,1.0
16.0,246.0,47.947,410.0,666.505,2.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
17.0,0.0,17.0,0.0,0.0,5.0,1.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
5.0,0.0,5.707,99.0,95.066,4.0,1.0
-2.0,0.0,-2.0,0.0,0.0,2.0,5.0
6.0,19.0,4.643,39.0,36.633,2.0,1.0
12.0,0.0,11.065,39.0,36.994,3.0,1.0
1.0,0.0,1.0,0.0,0.0,4.0,2.0
16.0,0.0,16.0,0.0,0.0,1.0,0.0
13.0,0.0,14.416,114.0,109.576,4.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
11.0,0.0,9.247,24.0,22.844,5.0,0.0
6.0,0.0,5.511,29.0,27.508,2.0,1.0
4.0,0.0,0.439,21.0,19.909,5.0,0.0
4.0,0.0,3.178,51.0,48.431,1.0,0.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
0.0,485.0,8.262,28.0,214.335,3.0,1.0
4.0,185.0,18.166,149.0,294.487,4.0,0.0
-2.0,0.0,-2.0,0.0,0.0,3.0,2.0
4.0,0.0,1.825,30.0,28.447,1.0,1.0
25.0,769.0,56.724,118.0,675.067,3.0,0.0
3.0,0.0,3.891,98.0,97.416,2.0,1.0
4.0,373.0,14.229,148.0,311.499,5.0,1.0
17.0,0.0,17.0,0.0,0.0,5.0,0.0
7.0,0.0,7.0,0.0,0.0,2.0,2.0
27.0,728.0,50.28,85.0,466.696,4.0,0.0
7.0,0.0,7.0,0.0,0.0,2.0,1.0
7.0,0.0,6.486,56.0,53.167,1.0,2.0
14.0,137.0,37.385,442.0,595.43,1.0,1.0
-2.0,0.0,-2.0,0.0,0.0,3.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
6.0,0.0,3.534,3.0,2.835,5.0,2.0
10.0,177.0,17.031,104.0,230.473,3.0,1.0
17.0,0.0,20.719,147.0,141.63,5.0,1.0
0.0,0.0,0.0,0.0,0.0,4.0,1.0
4.0,0.0,3.873,71.0,67.446,1.0,3.0
4.0,35.0,2.315,27.0,35.818,2.0,1.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
17.0,0.0,17.0,0.0,0.0,5.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
0.0,0.0,0.0,0.0,0.0,3.0,2.0
5.0,0.0,5.0,0.0,0.0,1.0,0.0
6.0,0.0,6.0,0.0,0.0,4.0,5.0
4.0,685.0,25.897,81.0,549.386,4.0,0.0
5.0,175.0,7.474,33.0,97.186,3.0,2.0
16.0,575.0,56.189,312.0,916.009,5.0,0.0
-7.0,54.0,-5.823,86.0,120.407,3.0,4.0
6.0,0.0,6.0,0.0,0.0,4.0,2.0
11.0,0.0,11.0,0.0,0.0,3.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0
9.0,616.0,31.974,128.0,434.204,4.0,0.0
9.0,0.0,9.0,0.0,0.0,5.0,1.0
0.0,147.0,-1.059,12.0,43.308,4.0,3.0
18.0,50.0,36.454,360.0,412.1,5.0,0.0
19.0,199.0,17.474,20.0,15.439,1.0,0.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
9.0,0.0,9.0,0.0,0.0,4.0,0.0
7.0,642.0,40.17,235.0,862.792,5.0,1.0
10.0,0.0,10.0,0.0,0.0,4.0,1.0
13.0,0.0,13.0,0.0,0.0,2.0,1.0
14.0,3.0,21.884,180.0,175.098,1.0,1.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
6.0,0.0,6.0,0.0,0.0,3.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,2.0
21.0,631.0,44.971,155.0,546.724,2.0,0.0
7.0,0.0,4.674,18.0,17.05,3.0,0.0
7.0,177.0,14.854,184.0,258.489,5.0,1.0
4.0,3.0,2.079,27.0,27.904,4.0,0.0
11.0,0.0,10.638,65.0,61.765,2.0,1.0
16.0,511.0,21.229,71.0,171.783,5.0,0.0
16.0,127.0,13.966,56.0,49.228,5.0,0.0
15.0,48.0,29.282,262.0,315.164,4.0,0.0
14.0,6.0,19.323,174.0,169.154,4.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
4.0,0.0,4.0,0.0,0.0,3.0,4.0
6.0,0.0,6.0,0.0,0.0,1.0,2.0
5.0,834.0,33.054,117.0,847.102,5.0,1.0
7.0,0.0,7.0,0.0,0.0,5.0,1.0
14.0,0.0,14.0,0.0,0.0,4.0,2.0
21.0,308.0,53.701,407.0,733.903,1.0,0.0
5.0,0.0,5.696,11.0,10.413,3.0,1.0
3.0,245.0,1.189,40.0,64.651,1.0,0.0
8.0,226.0,7.125,16.0,44.278,3.0,2.0
11.0,0.0,11.0,0.0,0.0,5.0,0.0
6.0,0.0,6.0,0.0,0.0,4.0,2.0
10.0,0.0,10.0,0.0,0.0,4.0,0.0
7.0,0.0,7.0,0.0,0.0,2.0,2.0
4.0,0.0,1.578,22.0,20.839,3.0,1.0
16.0,0.0,16.0,0.0,0.0,1.0,0.0
14.0,300.0,13.07,27.0,21.101,4.0,0.0
21.0,855.0,62.726,130.0,995.118,1.0,0.0
-3.0,0.0,-3.0,0.0,0.0,3.0,2.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
18.0,893.0,60.699,97.0,962.859,4.0,0.0
18.0,833.0,57.209,108.0,879.611,3.0,0.0
22.0,801.0,53.659,97.0,668.553,1.0,0.0
5.0,0.0,2.433,48.0,45.888,1.0,0.0
7.0,0.0,7.0,0.0,0.0,3.0,0.0
4.0,0.0,2.318,31.0,29.383,5.0,1.0
11.0,80.0,26.805,262.0,342.189,2.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
17.0,874.0,60.345,122.0,986.773,4.0,0.0
3.0,0.0,0.54,6.0,5.673,3.0,2.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
20.0,243.0,21.333,29.0,32.831,2.0,0.0
3.0,0.0,3.0,0.0,0.0,1.0,1.0
23.0,850.0,63.536,109.0,929.309,2.0,0.0
6.0,717.0,21.208,63.0,372.365,2.0,1.0
19.0,131.0,41.352,316.0,413.139,4.0,0.0
17.0,759.0,45.064,147.0,774.187,5.0,1.0
1.0,0.0,1.0,0.0,0.0,3.0,3.0
15.0,246.0,13.234,57.0,54.201,4.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
6.0,0.0,6.0,0.0,0.0,3.0,2.0
3.0,0.0,0.65,8.0,7.57,1.0,2.0
11.0,0.0,11.335,77.0,73.229,4.0,2.0
4.0,52.0,10.806,174.0,223.131,4.0,2.0
4.0,0.0,1.749,19.0,17.99,5.0,1.0
23.0,464.0,36.619,137.0,333.259,4.0,0.0
4.0,329.0,12.756,101.0,328.166,2.0,2.0
2.0,135.0,7.441,107.0,203.349,2.0,1.0
4.0,296.0,12.024,27.0,141.538,1.0,0.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
21.0,717.0,45.005,94.0,476.615,2.0,0.0
19.0,0.0,19.0,0.0,0.0,5.0,1.0
12.0,0.0,12.0,0.0,0.0,5.0,0.0
-1.0,0.0,-1.0,0.0,0.0,1.0,2.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
7.0,230.0,27.946,243.0,417.097,4.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
4.0,0.0,3.165,48.0,45.552,3.0,2.0
21.0,714.0,44.402,101.0,535.606,5.0,0.0
5.0,0.0,6.141,96.0,95.161,2.0,1.0
19.0,778.0,42.546,55.0,464.923,1.0,0.0
15.0,0.0,15.0,0.0,0.0,2.0,1.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
2.0,0.0,2.0,0.0,0.0,1.0,3.0
14.0,22.0,26.429,202.0,205.323,1.0,0.0
8.0,722.0,20.393,72.0,395.326,1.0,1.0
11.0,909.0,53.762,104.0,954.244,4.0,0.0
16.0,388.0,39.651,309.0,698.937,1.0,1.0
20.0,854.0,61.385,119.0,954.195,2.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
6.0,331.0,27.411,157.0,414.527,3.0,0.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,0.0
24.0,838.0,61.82,119.0,878.8,1.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,1.0
9.0,0.0,9.0,0.0,0.0,3.0,0.0
3.0,783.0,24.944,57.0,568.592,5.0,1.0
12.0,248.0,10.476,34.0,63.261,4.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
16.0,0.0,16.0,0.0,0.0,3.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,4.0
13.0,741.0,33.502,69.0,468.749,2.0,0.0
13.0,1.0,17.72,162.0,157.371,3.0,1.0
18.0,458.0,48.8,289.0,707.018,4.0,0.0
16.0,68.0,33.807,381.0,449.596,1.0,1.0
16.0,14.0,24.575,141.0,138.261,1.0,0.0
16.0,0.0,16.0,0.0,0.0,4.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
18.0,890.0,61.141,113.0,974.091,4.0,0.0
6.0,0.0,4.476,27.0,25.638,4.0,1.0
13.0,0.0,14.565,92.0,87.46,4.0,1.0
0.0,0.0,-2.101,6.0,5.672,4.0,3.0
10.0,0.0,10.0,0.0,0.0,5.0,1.0
14.0,0.0,14.367,70.0,66.589,4.0,1.0
16.0,0.0,16.0,0.0,0.0,4.0,1.0
5.0,305.0,13.324,138.0,368.957,1.0,3.0
22.0,644.0,38.336,93.0,320.948,2.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
5.0,593.0,18.312,66.0,424.588,3.0,1.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,1.0
8.0,0.0,8.0,0.0,0.0,3.0,3.0
4.0,0.0,1.891,31.0,29.389,3.0,1.0
10.0,0.0,7.552,9.0,8.519,2.0,1.0
13.0,0.0,13.0,0.0,0.0,5.0,1.0
11.0,0.0,11.0,0.0,0.0,2.0,0.0
24.0,843.0,62.563,119.0,859.85,4.0,0.0
25.0,814.0,62.558,120.0,836.746,4.0,0.0
16.0,313.0,41.065,377.0,699.098,4.0,1.0
13.0,0.0,13.0,0.0,0.0,4.0,1.0
8.0,0.0,8.0,0.0,0.0,3.0,2.0
21.0,672.0,36.057,84.0,358.873,3.0,0.0
3.0,707.0,22.497,65.0,521.07,2.0,1.0
6.0,0.0,6.0,0.0,0.0,1.0,0.0
15.0,694.0,40.616,137.0,577.792,1.0,0.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
-3.0,0.0,-3.0,0.0,0.0,3.0,2.0
18.0,559.0,49.374,236.0,697.543,4.0,0.0
7.0,602.0,12.972,79.0,226.144,5.0,1.0
9.0,0.0,9.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,5.0,3.0
21.0,0.0,21.0,0.0,0.0,5.0,0.0
-2.0,0.0,-2.0,0.0,0.0,5.0,5.0
7.0,115.0,21.39,305.0,404.123,5.0,1.0
-5.0,0.0,-5.0,0.0,0.0,4.0,3.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0
5.0,749.0,24.508,64.0,536.686,1.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,3.0
6.0,43.0,18.377,216.0,261.705,1.0,0.0
5.0,0.0,3.357,22.0,20.838,4.0,3.0
12.0,0.0,10.083,23.0,21.786,3.0,1.0
4.0,155.0,3.937,23.0,77.375,1.0,2.0
9.0,0.0,6.954,11.0,10.407,4.0,2.0
8.0,228.0,23.336,148.0,321.664,3.0,0.0
10.0,763.0,37.665,74.0,603.841,3.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
22.0,841.0,60.21,113.0,884.112,2.0,0.0
18.0,10.0,25.142,234.0,236.937,1.0,1.0
7.0,429.0,21.384,110.0,382.985,4.0,1.0
7.0,521.0,24.429,177.0,514.482,5.0,1.0
16.0,0.0,16.0,0.0,0.0,5.0,1.0
7.0,847.0,40.463,76.0,727.864,1.0,0.0
13.0,45.0,23.487,223.0,239.881,1.0,1.0
11.0,485.0,17.795,91.0,201.909,4.0,0.0
12.0,0.0,12.0,0.0,0.0,4.0,1.0
4.0,360.0,5.029,60.0,111.464,5.0,2.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
4.0,0.0,1.283,46.0,43.64,3.0,0.0
5.0,0.0,6.164,89.0,86.971,5.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
9.0,0.0,9.0,0.0,0.0,4.0,1.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
7.0,0.0,3.327,20.0,18.964,3.0,0.0
11.0,0.0,12.308,102.0,97.38,3.0,1.0
7.0,0.0,5.656,32.0,30.331,1.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,2.0
19.0,343.0,53.034,404.0,765.643,1.0,0.0
10.0,0.0,8.083,12.0,11.365,4.0,0.0
13.0,0.0,13.0,0.0,0.0,2.0,1.0
5.0,0.0,3.218,8.0,7.567,3.0,4.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,1.0
7.0,257.0,21.351,114.0,274.777,2.0,0.0
5.0,0.0,3.589,28.0,26.542,4.0,3.0
22.0,838.0,59.37,106.0,822.79,3.0,0.0
14.0,0.0,14.0,0.0,0.0,4.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
12.0,487.0,28.034,70.0,305.214,5.0,0.0
3.0,28.0,1.343,29.0,30.131,3.0,2.0
-5.0,0.0,-5.0,0.0,0.0,4.0,3.0
3.0,0.0,3.0,0.0,0.0,5.0,2.0
21.0,735.0,51.009,114.0,625.573,3.0,0.0
13.0,0.0,13.0,0.0,0.0,2.0,0.0
-4.0,0.0,-4.0,0.0,0.0,1.0,2.0
15.0,0.0,10.964,10.0,9.468,1.0,0.0
-6.0,0.0,-5.832,73.0,70.481,4.0,4.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
4.0,71.0,4.242,31.0,60.953,3.0,1.0
17.0,0.0,17.0,0.0,0.0,1.0,1.0
7.0,0.0,7.0,0.0,0.0,5.0,1.0
23.0,841.0,60.085,102.0,858.777,2.0,0.0
7.0,229.0,6.606,26.0,28.229,4.0,1.0
23.0,766.0,47.763,77.0,498.451,1.0,0.0
26.0,842.0,63.77,111.0,881.316,2.0,0.0
15.0,0.0,15.0,0.0,0.0,4.0,1.0
5.0,519.0,8.484,65.0,167.218,5.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
5.0,834.0,33.054,117.0,847.102,4.0,1.0
