Ambient Temperature (C),Beam Irradiance (W/m^2),Cell Temperature (C),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),Size,Wind Speed (m/s)
1.0,0.0,1.0,0.0,0.0,3.0,2.0
15.0,0.0,15.0,0.0,0.0,5.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,2.0
16.0,830.0,44.578,93.0,744.147,4.0,1.0
10.0,0.0,10.0,0.0,0.0,4.0,1.0
15.0,23.0,26.09,219.0,224.547,3.0,0.0
15.0,0.0,15.0,0.0,0.0,5.0,1.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
17.0,0.0,17.0,0.0,0.0,5.0,0.0
13.0,0.0,13.0,0.0,0.0,4.0,0.0
4.0,187.0,17.554,140.0,281.058,5.0,0.0
12.0,0.0,12.1,52.0,49.228,5.0,1.0
-1.0,0.0,-1.0,0.0,0.0,2.0,2.0
8.0,0.0,8.0,0.0,0.0,1.0,1.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
9.0,0.0,9.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0
10.0,0.0,10.0,0.0,0.0,4.0,0.0
13.0,105.0,32.393,332.0,440.867,4.0,0.0
11.0,822.0,48.264,117.0,789.797,2.0,0.0
25.0,824.0,57.48,99.0,695.105,2.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
15.0,755.0,40.686,72.0,508.084,3.0,0.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
7.0,725.0,34.543,72.0,564.353,3.0,0.0
6.0,0.0,6.0,0.0,0.0,4.0,3.0
8.0,0.0,7.234,49.0,46.541,1.0,1.0
16.0,0.0,16.0,0.0,0.0,4.0,0.0
5.0,0.0,2.522,13.0,12.31,2.0,1.0
16.0,0.0,16.0,0.0,0.0,3.0,0.0
16.0,740.0,40.174,71.0,473.264,2.0,0.0
4.0,0.0,-1.04,3.0,2.835,2.0,0.0
7.0,0.0,7.0,0.0,0.0,1.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,0.0
6.0,96.0,10.218,94.0,162.835,4.0,1.0
8.0,0.0,8.0,0.0,0.0,2.0,2.0
4.0,0.0,4.0,0.0,0.0,2.0,3.0
3.0,232.0,3.441,25.0,89.152,4.0,2.0
2.0,0.0,-0.635,1.0,0.944,5.0,2.0
10.0,0.0,10.0,0.0,0.0,4.0,2.0
10.0,127.0,29.623,306.0,396.813,3.0,0.0
8.0,0.0,8.0,0.0,0.0,3.0,0.0
6.0,7.0,7.669,76.0,77.526,1.0,1.0
-4.0,0.0,-4.0,0.0,0.0,5.0,2.0
8.0,523.0,40.433,270.0,720.18,2.0,0.0
14.0,0.0,11.905,11.0,10.412,5.0,1.0
3.0,81.0,4.332,63.0,107.24,2.0,1.0
-1.0,0.0,-1.0,0.0,0.0,2.0,2.0
5.0,0.0,2.961,11.0,10.411,5.0,2.0
7.0,0.0,7.0,0.0,0.0,1.0,0.0
14.0,0.0,13.929,72.0,68.643,4.0,1.0
12.0,15.0,20.087,180.0,190.119,2.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,2.0
-2.0,505.0,6.555,28.0,218.586,1.0,1.0
8.0,691.0,30.211,55.0,428.41,3.0,0.0
-1.0,0.0,-1.0,0.0,0.0,2.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
14.0,0.0,14.0,0.0,0.0,1.0,0.0
2.0,0.0,2.0,0.0,0.0,5.0,2.0
16.0,0.0,16.0,0.0,0.0,5.0,1.0
19.0,200.0,17.898,26.0,20.286,4.0,1.0
17.0,0.0,22.592,119.0,113.999,5.0,0.0
10.0,0.0,10.0,0.0,0.0,4.0,2.0
7.0,0.0,7.0,0.0,0.0,4.0,2.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
5.0,0.0,3.996,28.0,26.542,3.0,1.0
10.0,0.0,10.0,0.0,0.0,3.0,2.0
10.0,0.0,10.0,0.0,0.0,5.0,1.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
3.0,0.0,1.109,17.0,16.094,5.0,2.0
16.0,0.0,16.028,55.0,52.207,4.0,0.0
7.0,0.0,6.139,53.0,50.365,1.0,1.0
1.0,0.0,1.0,0.0,0.0,4.0,2.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
19.0,210.0,37.585,278.0,409.826,4.0,0.0
7.0,0.0,7.0,0.0,0.0,3.0,3.0
9.0,0.0,9.0,0.0,0.0,4.0,1.0
-1.0,0.0,-1.0,0.0,0.0,1.0,1.0
12.0,0.0,12.0,0.0,0.0,4.0,2.0
16.0,170.0,33.63,220.0,354.896,5.0,0.0
15.0,0.0,15.0,0.0,0.0,2.0,0.0
7.0,0.0,7.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
17.0,0.0,17.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
16.0,248.0,31.962,212.0,364.1,3.0,0.0
5.0,40.0,12.274,256.0,296.107,5.0,2.0
18.0,76.0,38.381,369.0,440.295,2.0,0.0
6.0,0.0,5.052,49.0,46.519,5.0,2.0
7.0,0.0,7.0,0.0,0.0,4.0,3.0
-4.0,0.0,-8.369,6.0,5.672,4.0,0.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
14.0,0.0,18.616,86.0,81.875,3.0,1.0
5.0,0.0,6.211,59.0,56.015,1.0,1.0
12.0,0.0,8.642,32.0,30.331,3.0,0.0
17.0,667.0,40.676,128.0,537.438,2.0,0.0
7.0,678.0,23.323,70.0,384.154,3.0,0.0
9.0,30.0,20.089,292.0,325.012,5.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
16.0,0.0,16.0,0.0,0.0,5.0,0.0
3.0,0.0,0.514,4.0,3.782,4.0,2.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
2.0,0.0,0.95,33.0,31.287,5.0,4.0
12.0,0.0,12.0,0.0,0.0,2.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
11.0,147.0,23.005,177.0,279.929,2.0,0.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
13.0,0.0,16.249,123.0,117.318,1.0,1.0
21.0,484.0,56.611,299.0,776.732,1.0,0.0
-4.0,0.0,-4.0,0.0,0.0,2.0,1.0
14.0,0.0,14.616,56.0,53.371,2.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
0.0,0.0,0.0,0.0,0.0,4.0,1.0
4.0,0.0,2.536,46.0,43.653,4.0,1.0
5.0,0.0,3.882,46.0,43.66,2.0,2.0
7.0,0.0,7.0,0.0,0.0,3.0,5.0
3.0,662.0,21.333,69.0,470.807,1.0,0.0
8.0,0.0,12.249,75.0,71.271,1.0,0.0
15.0,0.0,15.0,0.0,0.0,2.0,0.0
6.0,110.0,5.347,41.0,39.18,4.0,3.0
4.0,0.0,1.464,3.0,2.835,1.0,2.0
8.0,0.0,8.0,0.0,0.0,3.0,2.0
9.0,110.0,22.291,193.0,293.326,5.0,0.0
18.0,0.0,18.0,0.0,0.0,1.0,1.0
10.0,0.0,10.0,0.0,0.0,5.0,1.0
8.0,772.0,37.742,78.0,602.347,4.0,0.0
19.0,853.0,49.882,63.0,647.129,3.0,0.0
-3.0,259.0,-2.606,14.0,94.835,2.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,1.0
17.0,493.0,20.705,62.0,113.648,5.0,1.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
-9.0,0.0,-9.0,0.0,0.0,1.0,2.0
8.0,0.0,8.0,0.0,0.0,5.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
0.0,0.0,-1.214,26.0,24.656,4.0,4.0
17.0,0.0,17.0,0.0,0.0,2.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,2.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
9.0,0.0,9.0,0.0,0.0,2.0,1.0
21.0,877.0,59.81,100.0,898.771,5.0,0.0
19.0,255.0,19.136,36.0,27.846,4.0,0.0
0.0,264.0,3.431,43.0,151.257,2.0,3.0
10.0,373.0,11.941,56.0,76.951,2.0,1.0
17.0,2.0,20.607,152.0,147.937,3.0,1.0
17.0,0.0,17.0,0.0,0.0,4.0,0.0
1.0,0.0,1.0,0.0,0.0,4.0,2.0
19.0,0.0,19.0,0.0,0.0,3.0,0.0
5.0,0.0,4.268,41.0,39.512,5.0,2.0
15.0,2.0,18.599,159.0,154.319,3.0,1.0
2.0,657.0,14.257,59.0,442.608,1.0,2.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
12.0,349.0,17.72,100.0,179.686,1.0,0.0
10.0,0.0,12.41,129.0,125.49,2.0,2.0
5.0,0.0,3.356,10.0,9.459,5.0,4.0
10.0,0.0,10.0,0.0,0.0,5.0,1.0
3.0,0.0,3.0,0.0,0.0,1.0,1.0
16.0,209.0,38.113,355.0,539.822,4.0,0.0
14.0,0.0,9.735,7.0,6.62,4.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
3.0,0.0,3.0,0.0,0.0,3.0,1.0
7.0,0.0,7.0,0.0,0.0,2.0,3.0
6.0,0.0,6.0,0.0,0.0,5.0,3.0
15.0,451.0,35.462,115.0,371.037,3.0,0.0
14.0,0.0,14.0,0.0,0.0,3.0,1.0
4.0,0.0,4.05,60.0,57.376,2.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,2.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,0.0
15.0,87.0,29.667,278.0,328.604,2.0,0.0
16.0,801.0,49.906,111.0,802.617,5.0,0.0
0.0,511.0,7.705,41.0,276.824,5.0,1.0
13.0,0.0,8.779,13.0,12.302,1.0,0.0
8.0,0.0,8.0,0.0,0.0,3.0,3.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
-8.0,0.0,-8.0,0.0,0.0,4.0,2.0
4.0,0.0,4.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,3.0
4.0,12.0,3.009,68.0,75.557,3.0,0.0
4.0,0.0,0.905,2.0,1.889,5.0,1.0
11.0,0.0,11.0,0.0,0.0,3.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
21.0,790.0,52.856,104.0,671.244,1.0,0.0
5.0,0.0,5.0,0.0,0.0,4.0,2.0
13.0,165.0,11.889,14.0,14.993,5.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,0.0
6.0,0.0,6.0,0.0,0.0,5.0,3.0
1.0,0.0,-1.958,11.0,10.417,3.0,1.0
21.0,783.0,46.464,81.0,510.802,1.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
9.0,0.0,9.0,0.0,0.0,4.0,0.0
13.0,910.0,56.802,114.0,974.96,3.0,0.0
5.0,68.0,11.832,112.0,159.365,2.0,0.0
1.0,0.0,1.0,0.0,0.0,2.0,2.0
6.0,0.0,6.0,0.0,0.0,4.0,2.0
16.0,17.0,25.44,283.0,291.772,4.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
13.0,0.0,12.498,32.0,30.343,2.0,1.0
0.0,28.0,2.295,90.0,113.846,5.0,0.0
8.0,0.0,7.735,59.0,56.018,4.0,1.0
10.0,386.0,37.092,348.0,722.65,4.0,1.0
7.0,0.0,6.697,63.0,59.825,2.0,2.0
1.0,0.0,1.0,0.0,0.0,5.0,4.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
-4.0,0.0,-4.0,0.0,0.0,5.0,3.0
3.0,0.0,3.0,0.0,0.0,4.0,4.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0
18.0,0.0,18.0,0.0,0.0,3.0,1.0
1.0,0.0,1.0,0.0,0.0,4.0,4.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
7.0,30.0,18.978,215.0,250.622,4.0,0.0
13.0,735.0,31.948,60.0,437.29,4.0,0.0
7.0,3.0,11.973,183.0,180.161,4.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
5.0,687.0,17.35,88.0,375.568,1.0,1.0
7.0,121.0,15.419,145.0,223.624,3.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,2.0
13.0,0.0,13.0,0.0,0.0,5.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
18.0,259.0,14.733,29.0,22.858,2.0,0.0
5.0,0.0,7.137,97.0,94.05,2.0,0.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
19.0,393.0,22.465,73.0,138.285,5.0,0.0
17.0,747.0,34.259,78.0,402.84,2.0,0.0
8.0,10.0,15.474,231.0,233.954,4.0,1.0
10.0,0.0,10.0,0.0,0.0,1.0,0.0
14.0,0.0,14.0,0.0,0.0,2.0,2.0
-10.0,0.0,-10.0,0.0,0.0,2.0,3.0
17.0,0.0,17.0,0.0,0.0,5.0,1.0
5.0,0.0,2.959,9.0,8.518,3.0,2.0
13.0,0.0,13.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
3.0,0.0,3.484,45.0,42.689,1.0,2.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
3.0,271.0,9.876,84.0,227.832,4.0,1.0
12.0,0.0,12.0,0.0,0.0,3.0,1.0
5.0,0.0,5.0,0.0,0.0,3.0,2.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
18.0,0.0,18.0,0.0,0.0,3.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
14.0,833.0,51.676,123.0,807.622,1.0,0.0
18.0,0.0,19.799,4.0,3.784,2.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
8.0,0.0,10.121,8.0,7.57,5.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
8.0,166.0,25.426,395.0,561.089,2.0,2.0
29.0,709.0,45.618,68.0,314.355,1.0,0.0
2.0,0.0,-0.446,7.0,6.619,5.0,2.0
9.0,893.0,52.964,121.0,989.787,1.0,0.0
3.0,177.0,5.667,50.0,133.029,3.0,2.0
0.0,0.0,-1.148,40.0,37.933,5.0,1.0
-3.0,0.0,-3.0,0.0,0.0,3.0,2.0
3.0,0.0,2.584,67.0,66.167,1.0,2.0
7.0,468.0,14.883,45.0,233.696,3.0,0.0
19.0,578.0,42.643,144.0,469.804,3.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,3.0
6.0,0.0,6.0,0.0,0.0,3.0,4.0
21.0,796.0,54.52,124.0,840.766,4.0,0.0
22.0,856.0,64.328,131.0,983.989,2.0,0.0
15.0,0.0,12.983,44.0,41.746,3.0,0.0
16.0,0.0,22.615,140.0,134.433,1.0,0.0
14.0,0.0,14.0,0.0,0.0,1.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
11.0,0.0,11.0,0.0,0.0,1.0,2.0
9.0,0.0,9.0,0.0,0.0,5.0,0.0
11.0,0.0,8.034,3.0,2.835,2.0,1.0
17.0,441.0,48.605,327.0,757.916,4.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,0.0
6.0,0.0,6.0,0.0,0.0,1.0,0.0
5.0,54.0,5.185,78.0,83.498,4.0,2.0
4.0,3.0,6.081,135.0,132.633,1.0,2.0
6.0,236.0,15.146,95.0,236.879,1.0,0.0
13.0,0.0,15.997,127.0,121.648,5.0,1.0
16.0,63.0,24.881,156.0,182.697,1.0,0.0
21.0,0.0,21.0,0.0,0.0,4.0,0.0
7.0,0.0,7.0,0.0,0.0,2.0,3.0
13.0,0.0,13.0,0.0,0.0,5.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
13.0,0.0,11.97,44.0,41.737,3.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
6.0,0.0,6.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,4.0,1.0
6.0,0.0,6.0,0.0,0.0,1.0,0.0
8.0,0.0,8.0,0.0,0.0,3.0,1.0
11.0,875.0,47.215,128.0,952.363,5.0,1.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
12.0,0.0,12.0,0.0,0.0,2.0,0.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
13.0,81.0,28.552,388.0,464.17,3.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,3.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,0.0
12.0,170.0,38.571,351.0,503.123,4.0,0.0
11.0,0.0,11.0,0.0,0.0,3.0,1.0
15.0,286.0,30.395,146.0,313.591,1.0,0.0
5.0,0.0,5.0,0.0,0.0,2.0,0.0
7.0,0.0,7.0,0.0,0.0,5.0,3.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
10.0,0.0,10.0,0.0,0.0,5.0,1.0
-5.0,622.0,3.171,36.0,312.555,4.0,2.0
16.0,0.0,16.0,0.0,0.0,5.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
14.0,454.0,23.359,59.0,161.753,3.0,0.0
13.0,0.0,14.13,79.0,75.162,3.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,1.0
17.0,0.0,17.0,0.0,0.0,3.0,0.0
7.0,146.0,22.305,371.0,519.07,4.0,2.0
13.0,39.0,31.998,317.0,349.162,5.0,0.0
5.0,457.0,19.192,162.0,463.911,4.0,2.0
7.0,0.0,8.088,31.0,29.382,5.0,0.0
6.0,0.0,3.054,8.0,7.566,1.0,1.0
16.0,0.0,16.0,0.0,0.0,1.0,1.0
11.0,863.0,46.736,110.0,804.365,5.0,0.0
1.0,0.0,1.0,0.0,0.0,3.0,2.0
2.0,0.0,-1.164,5.0,4.728,5.0,1.0
-2.0,0.0,-2.0,0.0,0.0,2.0,2.0
12.0,0.0,12.0,0.0,0.0,5.0,1.0
0.0,0.0,-1.797,25.0,23.706,4.0,2.0
7.0,0.0,7.0,0.0,0.0,1.0,5.0
16.0,0.0,16.0,0.0,0.0,2.0,1.0
12.0,0.0,12.0,0.0,0.0,3.0,0.0
-2.0,0.0,-2.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,0.0
-1.0,0.0,-1.0,0.0,0.0,5.0,4.0
15.0,743.0,42.481,92.0,667.243,1.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,2.0
14.0,351.0,15.782,68.0,121.239,1.0,1.0
20.0,9.0,30.82,195.0,194.5,2.0,0.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
5.0,412.0,5.058,40.0,60.847,4.0,1.0
8.0,101.0,13.927,152.0,229.242,2.0,1.0
6.0,0.0,3.469,2.0,1.889,3.0,2.0
6.0,0.0,7.07,101.0,96.409,5.0,3.0
-6.0,0.0,-6.0,0.0,0.0,4.0,3.0
5.0,0.0,6.777,84.0,79.856,2.0,1.0
3.0,691.0,21.497,57.0,473.837,4.0,1.0
12.0,319.0,44.22,370.0,707.44,3.0,0.0
15.0,0.0,15.0,0.0,0.0,4.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
11.0,395.0,11.393,38.0,88.648,4.0,2.0
10.0,242.0,17.242,119.0,250.376,1.0,1.0
14.0,878.0,49.19,83.0,789.941,5.0,0.0
12.0,588.0,24.031,66.0,292.71,5.0,0.0
-4.0,0.0,-4.0,0.0,0.0,3.0,2.0
5.0,519.0,8.484,65.0,167.218,4.0,1.0
19.0,63.0,36.187,327.0,388.062,3.0,0.0
12.0,0.0,7.284,1.0,0.944,5.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
14.0,63.0,20.502,201.0,221.655,3.0,1.0
13.0,53.0,21.614,247.0,289.264,5.0,2.0
14.0,455.0,43.477,209.0,615.781,2.0,0.0
15.0,0.0,16.149,105.0,99.834,1.0,1.0
6.0,122.0,12.753,69.0,125.238,1.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,1.0
5.0,749.0,24.508,64.0,536.686,3.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
21.0,856.0,63.364,121.0,973.147,1.0,0.0
11.0,0.0,11.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
9.0,0.0,9.0,0.0,0.0,3.0,1.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
-10.0,0.0,-10.0,0.0,0.0,2.0,2.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0
18.0,0.0,18.0,0.0,0.0,1.0,0.0
6.0,0.0,6.0,0.0,0.0,2.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,2.0
7.0,0.0,8.675,105.0,101.065,2.0,2.0
14.0,92.0,17.736,130.0,163.485,3.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,2.0
13.0,846.0,53.311,140.0,967.261,1.0,0.0
3.0,0.0,3.0,0.0,0.0,5.0,2.0
10.0,12.0,20.424,195.0,202.784,2.0,0.0
0.0,0.0,-0.435,67.0,63.938,2.0,3.0
13.0,0.0,13.0,0.0,0.0,2.0,0.0
6.0,0.0,6.0,0.0,0.0,3.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,3.0
6.0,0.0,3.469,2.0,1.889,2.0,2.0
12.0,0.0,12.0,0.0,0.0,4.0,0.0
6.0,887.0,41.064,121.0,935.54,4.0,1.0
11.0,243.0,26.4,276.0,433.948,2.0,1.0
11.0,0.0,8.617,19.0,17.805,2.0,1.0
8.0,0.0,8.0,0.0,0.0,3.0,0.0
16.0,92.0,39.876,429.0,526.654,4.0,0.0
14.0,229.0,25.809,186.0,280.857,5.0,0.0
6.0,0.0,6.893,92.0,88.657,4.0,1.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
16.0,343.0,47.718,328.0,683.067,5.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
4.0,0.0,2.887,33.0,31.314,2.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,2.0
8.0,307.0,18.861,113.0,261.726,4.0,0.0
8.0,275.0,33.058,311.0,543.743,5.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
1.0,0.0,-0.535,21.0,19.891,4.0,3.0
7.0,0.0,7.0,0.0,0.0,2.0,0.0
17.0,0.0,17.0,0.0,0.0,4.0,0.0
-4.0,0.0,-4.0,0.0,0.0,2.0,1.0
9.0,0.0,9.0,0.0,0.0,5.0,1.0
-2.0,0.0,-2.0,0.0,0.0,2.0,1.0
1.0,0.0,1.0,0.0,0.0,3.0,1.0
-3.0,0.0,-4.513,12.0,11.355,3.0,5.0
6.0,0.0,4.019,15.0,14.205,5.0,2.0
18.0,0.0,18.0,0.0,0.0,3.0,1.0
5.0,0.0,2.465,14.0,13.25,1.0,1.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
10.0,55.0,24.255,247.0,306.271,5.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,3.0
4.0,0.0,3.353,41.0,38.89,5.0,1.0
9.0,0.0,9.0,0.0,0.0,5.0,0.0
15.0,430.0,51.814,350.0,809.484,3.0,0.0
11.0,0.0,11.0,0.0,0.0,5.0,0.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
-1.0,0.0,-1.0,0.0,0.0,1.0,1.0
12.0,349.0,17.72,100.0,179.686,3.0,0.0
17.0,0.0,17.0,0.0,0.0,2.0,0.0
8.0,0.0,7.11,42.0,39.835,2.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0
12.0,24.0,16.022,89.0,97.641,2.0,0.0
-2.0,0.0,-2.0,0.0,0.0,2.0,5.0
3.0,0.0,0.172,13.0,12.302,2.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
22.0,796.0,54.696,105.0,696.348,5.0,0.0
13.0,4.0,18.539,185.0,180.115,3.0,1.0
11.0,127.0,26.052,222.0,339.736,4.0,0.0
3.0,0.0,3.0,0.0,0.0,5.0,3.0
15.0,0.0,15.0,0.0,0.0,2.0,0.0
17.0,0.0,17.0,0.0,0.0,3.0,0.0
6.0,0.0,6.0,0.0,0.0,3.0,0.0
6.0,786.0,28.005,116.0,634.478,3.0,1.0
12.0,569.0,19.521,43.0,220.479,2.0,0.0
9.0,243.0,24.311,250.0,422.93,5.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
12.0,0.0,12.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,0.0
12.0,0.0,12.0,0.0,0.0,4.0,0.0
7.0,0.0,12.909,123.0,118.015,3.0,0.0
17.0,0.0,17.0,0.0,0.0,1.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,3.0
18.0,230.0,17.238,35.0,27.089,1.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
7.0,0.0,7.0,0.0,0.0,1.0,0.0
4.0,0.0,1.983,25.0,23.689,1.0,1.0
9.0,0.0,9.0,0.0,0.0,2.0,1.0
16.0,562.0,23.635,59.0,133.936,1.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,1.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
-4.0,0.0,-4.0,0.0,0.0,2.0,2.0
15.0,0.0,15.752,72.0,68.408,4.0,1.0
13.0,0.0,13.0,0.0,0.0,2.0,1.0
6.0,0.0,6.0,0.0,0.0,5.0,2.0
22.0,769.0,57.774,130.0,781.217,4.0,0.0
8.0,0.0,8.0,0.0,0.0,4.0,2.0
16.0,90.0,39.879,408.0,497.341,3.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,3.0
5.0,0.0,3.967,29.0,27.505,5.0,3.0
14.0,32.0,21.036,186.0,193.186,3.0,0.0
17.0,692.0,36.45,113.0,493.637,4.0,1.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
10.0,0.0,10.0,0.0,0.0,3.0,2.0
-4.0,0.0,-4.0,0.0,0.0,4.0,2.0
5.0,0.0,2.594,18.0,17.053,5.0,1.0
21.0,75.0,40.879,318.0,384.536,1.0,0.0
6.0,0.0,6.0,0.0,0.0,2.0,3.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
-5.0,0.0,-5.0,0.0,0.0,4.0,2.0
20.0,212.0,48.899,440.0,668.122,3.0,0.0
14.0,829.0,31.988,59.0,517.018,5.0,1.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
7.0,0.0,4.519,18.0,17.063,5.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0
7.0,0.0,7.0,0.0,0.0,2.0,1.0
15.0,0.0,15.0,0.0,0.0,4.0,0.0
19.0,725.0,42.05,94.0,526.63,5.0,0.0
