AC System Output (W),Ambient Temperature (C),Beam Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),Day,Diffuse Irradiance (W/m^2),Hour,Month,Plane of Array Irradiance (W/m^2),Size,Wind Speed (m/s)
703.324,-2,48,1.598,744.278,11,117,13,1,156.907,5,2
499.925,-2,34,-0.101,536.146,11,87,14,1,112.531,5,2
114.873,-2,0,-3.107,143.031,11,31,15,1,29.409,5,2
0.0,-2,0,-2.0,0.0,11,0,16,1,0.0,5,2
0.0,-2,0,-2.0,0.0,11,0,17,1,0.0,5,2
0.0,-2,0,-2.0,0.0,11,0,18,1,0.0,5,3
0.0,-2,0,-2.0,0.0,11,0,19,1,0.0,5,3
0.0,-2,0,-2.0,0.0,11,0,20,1,0.0,5,3
0.0,-2,0,-2.0,0.0,11,0,21,1,0.0,5,3
0.0,-2,0,-2.0,0.0,11,0,22,1,0.0,5,3
0.0,-2,0,-2.0,0.0,11,0,23,1,0.0,5,4
0.0,-2,0,-2.0,0.0,12,0,0,1,0.0,5,4
0.0,-2,0,-2.0,0.0,12,0,1,1,0.0,5,4
0.0,-1,0,-1.0,0.0,12,0,2,1,0.0,5,4
0.0,-1,0,-1.0,0.0,12,0,3,1,0.0,5,4
0.0,-1,0,-1.0,0.0,12,0,4,1,0.0,5,4
0.0,0,0,0.0,0.0,12,0,5,1,0.0,5,3
0.0,0,0,0.0,0.0,12,0,6,1,0.0,5,3
0.0,0,0,0.0,0.0,12,0,7,1,0.0,5,3
98.529,1,0,-0.549,126.37,12,25,8,1,26.262,5,3
1064.522,2,424,7.185,1114.699,12,54,9,1,255.395,5,3
1728.539,3,567,13.444,1798.418,12,73,10,1,409.912,5,3
586.263,3,21,6.261,624.453,12,118,11,1,133.917,5,3
195.491,3,0,2.645,225.24,12,50,12,1,47.445,5,3
222.287,3,0,2.453,252.576,12,56,13,1,53.16,5,3
756.423,3,132,6.357,798.668,12,91,14,1,174.382,5,2
549.845,3,177,5.667,587.197,12,50,15,1,133.029,5,2
0.0,2,0,2.0,0.0,12,0,16,1,0.0,5,2
0.0,2,0,2.0,0.0,12,0,17,1,0.0,5,2
0.0,2,0,2.0,0.0,12,0,18,1,0.0,5,2
0.0,2,0,2.0,0.0,12,0,19,1,0.0,5,2
0.0,2,0,2.0,0.0,12,0,20,1,0.0,5,2
0.0,2,0,2.0,0.0,12,0,21,1,0.0,5,2
0.0,2,0,2.0,0.0,12,0,22,1,0.0,5,2
0.0,2,0,2.0,0.0,12,0,23,1,0.0,5,2
0.0,2,0,2.0,0.0,13,0,0,1,0.0,5,2
0.0,2,0,2.0,0.0,13,0,1,1,0.0,5,3
0.0,2,0,2.0,0.0,13,0,2,1,0.0,5,3
0.0,2,0,2.0,0.0,13,0,3,1,0.0,5,3
0.0,2,0,2.0,0.0,13,0,4,1,0.0,5,3
0.0,2,0,2.0,0.0,13,0,5,1,0.0,5,2
0.0,2,0,2.0,0.0,13,0,6,1,0.0,5,2
0.0,3,0,3.0,0.0,13,0,7,1,0.0,5,1
5.709,3,0,-0.064,31.794,13,7,8,1,6.621,5,1
129.56,4,0,2.057,158.004,13,35,9,1,33.199,5,1
85.203,4,0,1.909,112.788,13,25,10,1,23.684,5,1
150.641,5,0,3.412,179.499,13,40,11,1,37.934,5,1
31.896,5,0,2.522,58.469,13,13,12,1,12.31,5,1
704.068,5,50,8.192,745.041,13,120,13,1,161.565,5,1
101.718,5,0,4.165,129.621,13,29,14,1,27.481,5,1
146.692,5,0,3.418,175.471,13,38,15,1,37.084,5,1
0.0,4,0,4.0,0.0,13,0,16,1,0.0,5,1
0.0,4,0,4.0,0.0,13,0,17,1,0.0,5,1
0.0,4,0,4.0,0.0,13,0,18,1,0.0,5,1
0.0,4,0,4.0,0.0,13,0,19,1,0.0,5,1
0.0,4,0,4.0,0.0,13,0,20,1,0.0,5,1
0.0,4,0,4.0,0.0,13,0,21,1,0.0,5,1
0.0,4,0,4.0,0.0,13,0,22,1,0.0,5,1
0.0,4,0,4.0,0.0,13,0,23,1,0.0,5,1
0.0,4,0,4.0,0.0,14,0,0,1,0.0,5,1
0.0,4,0,4.0,0.0,14,0,1,1,0.0,5,1
0.0,4,0,4.0,0.0,14,0,2,1,0.0,5,1
0.0,4,0,4.0,0.0,14,0,3,1,0.0,5,1
0.0,3,0,3.0,0.0,14,0,4,1,0.0,5,1
0.0,3,0,3.0,0.0,14,0,5,1,0.0,5,2
0.0,3,0,3.0,0.0,14,0,6,1,0.0,5,2
0.0,4,0,4.0,0.0,14,0,7,1,0.0,5,2
0.0,4,0,1.4,4.507,14,1,8,1,0.944,5,2
5.487,4,0,1.589,31.567,14,7,9,1,6.62,5,2
146.814,4,0,2.619,175.596,14,39,10,1,36.984,5,2
102.1,5,0,3.488,130.01,14,29,11,1,27.484,5,2
40.313,6,0,4.019,67.044,14,15,12,1,14.205,5,2
2112.733,6,679,19.738,2195.656,14,69,13,1,509.947,5,2
682.623,6,100,13.065,723.081,14,94,14,1,161.922,5,1
183.491,5,0,4.893,213.0,14,45,15,1,45.3,5,1
0.0,5,0,5.0,0.0,14,0,16,1,0.0,5,1
0.0,5,0,5.0,0.0,14,0,17,1,0.0,5,1
0.0,5,0,5.0,0.0,14,0,18,1,0.0,5,1
0.0,5,0,5.0,0.0,14,0,19,1,0.0,5,1
0.0,5,0,5.0,0.0,14,0,20,1,0.0,5,1
0.0,5,0,5.0,0.0,14,0,21,1,0.0,5,1
0.0,5,0,5.0,0.0,14,0,22,1,0.0,5,1
0.0,5,0,5.0,0.0,14,0,23,1,0.0,5,1
0.0,5,0,5.0,0.0,15,0,0,1,0.0,5,1
0.0,5,0,5.0,0.0,15,0,1,1,0.0,5,1
0.0,4,0,4.0,0.0,15,0,2,1,0.0,5,1
0.0,4,0,4.0,0.0,15,0,3,1,0.0,5,1
0.0,4,0,4.0,0.0,15,0,4,1,0.0,5,1
0.0,4,0,4.0,0.0,15,0,5,1,0.0,5,1
0.0,4,0,4.0,0.0,15,0,6,1,0.0,5,1
0.0,4,0,4.0,0.0,15,0,7,1,0.0,5,1
23.35,4,0,1.118,49.764,15,11,8,1,10.415,5,1
198.751,4,0,2.686,228.566,15,49,9,1,48.154,5,1
334.911,5,0,5.217,367.533,15,79,10,1,78.274,5,1
410.797,5,0,6.141,445.047,15,96,11,1,95.161,5,1
176.396,5,0,4.247,205.763,15,46,12,1,43.64,5,1
323.29,5,0,5.083,355.666,15,78,13,1,75.704,5,1
80.161,5,0,3.254,107.649,15,24,14,1,22.734,5,1
71.584,5,0,2.733,98.909,15,22,15,1,20.842,5,1
0.0,5,0,5.0,0.0,15,0,16,1,0.0,5,1
0.0,4,0,4.0,0.0,15,0,17,1,0.0,5,2
0.0,4,0,4.0,0.0,15,0,18,1,0.0,5,2
0.0,4,0,4.0,0.0,15,0,19,1,0.0,5,2
0.0,4,0,4.0,0.0,15,0,20,1,0.0,5,1
0.0,4,0,4.0,0.0,15,0,21,1,0.0,5,1
0.0,3,0,3.0,0.0,15,0,22,1,0.0,5,1
0.0,3,0,3.0,0.0,15,0,23,1,0.0,5,1
0.0,3,0,3.0,0.0,16,0,0,1,0.0,5,1
0.0,3,0,3.0,0.0,16,0,1,1,0.0,5,1
0.0,4,0,4.0,0.0,16,0,2,1,0.0,5,1
0.0,4,0,4.0,0.0,16,0,3,1,0.0,5,1
0.0,5,0,5.0,0.0,16,0,4,1,0.0,5,1
0.0,5,0,5.0,0.0,16,0,5,1,0.0,5,2
0.0,5,0,5.0,0.0,16,0,6,1,0.0,5,1
0.0,6,0,6.0,0.0,16,0,7,1,0.0,5,1
0.0,6,0,3.469,8.937,16,2,8,1,1.889,5,2
22.769,6,0,3.757,49.172,16,11,9,1,10.407,5,2
35.932,6,0,3.896,62.582,16,14,10,1,13.253,5,2
184.54,6,0,4.968,214.069,16,48,11,1,45.542,5,2
22.76,6,0,3.994,49.162,16,11,12,1,10.415,5,2
744.945,6,55,9.579,786.909,16,126,13,1,171.672,5,1
22.61,6,0,4.59,49.01,16,11,14,1,10.41,5,1
224.575,6,6,4.985,254.911,16,51,15,1,54.487,5,1
0.0,6,0,3.386,22.372,16,5,16,1,4.727,5,1
0.0,6,0,6.0,0.0,16,0,17,1,0.0,5,1
0.0,6,0,6.0,0.0,16,0,18,1,0.0,5,1
0.0,6,0,6.0,0.0,16,0,19,1,0.0,5,1
0.0,5,0,5.0,0.0,16,0,20,1,0.0,5,1
0.0,5,0,5.0,0.0,16,0,21,1,0.0,5,1
0.0,5,0,5.0,0.0,16,0,22,1,0.0,5,1
0.0,5,0,5.0,0.0,16,0,23,1,0.0,5,1
0.0,5,0,5.0,0.0,17,0,0,1,0.0,5,1
0.0,5,0,5.0,0.0,17,0,1,1,0.0,5,1
0.0,5,0,5.0,0.0,17,0,2,1,0.0,5,1
0.0,4,0,4.0,0.0,17,0,3,1,0.0,5,2
0.0,4,0,4.0,0.0,17,0,4,1,0.0,5,2
0.0,4,0,4.0,0.0,17,0,5,1,0.0,5,2
0.0,4,0,4.0,0.0,17,0,6,1,0.0,5,2
0.0,4,0,4.0,0.0,17,0,7,1,0.0,5,2
291.759,4,155,3.937,323.475,17,23,8,1,77.375,5,2
1168.306,4,489,11.028,1221.327,17,53,9,1,284.766,5,2
1862.726,5,648,18.26,1937.023,17,66,10,1,451.138,5,2
660.923,5,27,9.753,700.864,17,125,11,1,152.629,5,2
276.645,5,0,5.37,308.048,17,69,12,1,65.649,5,2
211.407,5,0,4.425,241.476,17,54,13,1,51.253,5,2
392.221,4,0,4.622,426.068,17,89,14,1,90.509,5,2
18.672,4,0,2.174,44.998,17,10,15,1,9.46,5,2
36.824,3,0,0.839,63.49,17,14,16,1,13.272,5,2
0.0,2,0,2.0,0.0,17,0,17,1,0.0,5,2
0.0,2,0,2.0,0.0,17,0,18,1,0.0,5,2
0.0,2,0,2.0,0.0,17,0,19,1,0.0,5,1
0.0,2,0,2.0,0.0,17,0,20,1,0.0,5,1
0.0,1,0,1.0,0.0,17,0,21,1,0.0,5,1
0.0,1,0,1.0,0.0,17,0,22,1,0.0,5,1
0.0,1,0,1.0,0.0,17,0,23,1,0.0,5,0
0.0,1,0,1.0,0.0,18,0,0,1,0.0,5,0
0.0,1,0,1.0,0.0,18,0,1,1,0.0,5,0
0.0,1,0,1.0,0.0,18,0,2,1,0.0,5,0
0.0,1,0,1.0,0.0,18,0,3,1,0.0,5,0
0.0,1,0,1.0,0.0,18,0,4,1,0.0,5,1
0.0,1,0,1.0,0.0,18,0,5,1,0.0,5,1
0.0,1,0,1.0,0.0,18,0,6,1,0.0,5,1
0.0,1,0,1.0,0.0,18,0,7,1,0.0,5,1
0.0,1,0,-2.144,13.731,18,3,8,1,2.835,5,1
33.132,2,0,-2.699,59.728,18,13,9,1,12.302,5,0
451.442,2,5,2.419,486.583,18,98,10,1,102.504,5,0
525.195,3,3,6.611,561.986,18,117,11,1,120.453,5,0
487.091,3,0,6.602,523.023,18,112,12,1,112.057,5,0
1703.933,2,450,19.011,1773.018,18,99,13,1,408.373,5,0
1219.697,2,324,13.074,1274.158,18,88,14,1,288.656,5,1
406.901,1,76,3.946,441.066,18,56,15,1,96.55,5,1
117.402,0,60,-1.193,145.609,18,12,16,1,33.733,5,1
0.0,0,0,0.0,0.0,18,0,17,1,0.0,5,2
0.0,0,0,0.0,0.0,18,0,18,1,0.0,5,2
0.0,0,0,0.0,0.0,18,0,19,1,0.0,5,2
0.0,0,0,0.0,0.0,18,0,20,1,0.0,5,2
0.0,0,0,0.0,0.0,18,0,21,1,0.0,5,2
0.0,0,0,0.0,0.0,18,0,22,1,0.0,5,2
0.0,-1,0,-1.0,0.0,18,0,23,1,0.0,5,2
0.0,-1,0,-1.0,0.0,19,0,0,1,0.0,5,1
0.0,-1,0,-1.0,0.0,19,0,1,1,0.0,5,1
0.0,-1,0,-1.0,0.0,19,0,2,1,0.0,5,1
0.0,-1,0,-1.0,0.0,19,0,3,1,0.0,5,1
0.0,-2,0,-2.0,0.0,19,0,4,1,0.0,5,1
0.0,-2,0,-2.0,0.0,19,0,5,1,0.0,5,1
0.0,-2,0,-2.0,0.0,19,0,6,1,0.0,5,1
0.0,-2,0,-2.0,0.0,19,0,7,1,0.0,5,1
423.428,-1,287,0.38,457.953,19,21,8,1,111.958,5,1
1292.77,0,586,13.183,1349.316,19,45,9,1,318.861,5,0
393.797,0,0,5.961,427.678,19,91,10,1,91.376,5,0
677.999,0,25,5.28,718.346,19,127,11,1,153.385,5,0
2406.643,1,766,25.934,2500.366,19,67,12,1,594.143,5,0
364.786,1,0,5.988,398.043,19,87,13,1,85.054,5,1
1790.052,1,641,14.832,1861.938,19,61,14,1,428.862,5,1
1051.64,0,485,10.211,1101.47,19,45,15,1,259.466,5,1
51.608,0,0,-0.46,78.553,19,17,16,1,16.331,5,1
0.0,0,0,0.0,0.0,19,0,17,1,0.0,5,1
0.0,0,0,0.0,0.0,19,0,18,1,0.0,5,1
0.0,0,0,0.0,0.0,19,0,19,1,0.0,5,1
0.0,0,0,0.0,0.0,19,0,20,1,0.0,5,1
0.0,0,0,0.0,0.0,19,0,21,1,0.0,5,1
0.0,0,0,0.0,0.0,19,0,22,1,0.0,5,1
0.0,0,0,0.0,0.0,19,0,23,1,0.0,5,1
0.0,0,0,0.0,0.0,20,0,0,1,0.0,5,2
0.0,0,0,0.0,0.0,20,0,1,1,0.0,5,2
0.0,0,0,0.0,0.0,20,0,2,1,0.0,5,2
0.0,0,0,0.0,0.0,20,0,3,1,0.0,5,2
0.0,0,0,0.0,0.0,20,0,4,1,0.0,5,2
0.0,0,0,0.0,0.0,20,0,5,1,0.0,5,2
0.0,0,0,0.0,0.0,20,0,6,1,0.0,5,2
0.0,0,0,0.0,0.0,20,0,7,1,0.0,5,2
0.0,0,0,0.0,0.0,20,0,8,1,0.0,5,2
0.0,0,0,-2.604,13.764,20,3,9,1,2.836,5,2
122.898,0,0,-1.647,151.212,20,33,10,1,31.281,5,2
86.941,0,0,-1.739,114.559,20,25,11,1,23.689,5,2
122.223,1,0,-0.518,150.524,20,33,12,1,31.286,5,2
135.567,1,0,-0.381,164.128,20,36,13,1,34.133,5,2
686.168,1,78,3.635,726.71,20,104,14,1,155.548,5,2
95.061,1,0,0.031,122.836,20,27,15,1,25.59,5,2
0.0,1,0,-1.416,18.258,20,4,16,1,3.781,5,2
0.0,1,0,1.0,0.0,20,0,17,1,0.0,5,2
0.0,1,0,1.0,0.0,20,0,18,1,0.0,5,2
0.0,1,0,1.0,0.0,20,0,19,1,0.0,5,2
0.0,1,0,1.0,0.0,20,0,20,1,0.0,5,2
0.0,1,0,1.0,0.0,20,0,21,1,0.0,5,2
0.0,1,0,1.0,0.0,20,0,22,1,0.0,5,2
0.0,1,0,1.0,0.0,20,0,23,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,0,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,1,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,2,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,3,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,4,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,5,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,6,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,7,1,0.0,5,2
0.0,2,0,-1.216,13.678,21,3,8,1,2.835,5,1
32.432,3,0,0.172,59.016,21,13,9,1,12.302,5,1
171.039,3,0,0.09,200.3,21,44,10,1,41.738,5,0
2222.914,4,685,25.897,2309.801,21,81,11,1,549.386,5,0
145.136,4,0,10.759,173.885,21,40,12,1,37.937,5,0
85.192,4,0,1.983,112.777,21,25,13,1,23.689,5,1
1836.689,4,660,17.91,1910.118,21,63,14,1,445.487,5,1
1116.538,3,527,13.973,1168.13,21,45,15,1,279.485,5,1
253.162,3,181,4.87,284.081,21,15,16,1,71.094,5,1
0.0,3,0,3.0,0.0,21,0,17,1,0.0,5,1
0.0,2,0,2.0,0.0,21,0,18,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,19,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,20,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,21,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,22,1,0.0,5,2
0.0,2,0,2.0,0.0,21,0,23,1,0.0,5,2
0.0,2,0,2.0,0.0,22,0,0,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,1,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,2,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,3,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,4,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,5,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,6,1,0.0,5,0
0.0,2,0,2.0,0.0,22,0,7,1,0.0,5,0
14.875,2,0,-1.45,41.13,22,9,8,1,8.516,5,0
131.192,3,0,-0.483,159.668,22,35,9,1,33.191,5,0
1193.593,3,269,13.351,1247.32,22,106,10,1,280.818,5,0
1184.909,4,187,17.554,1238.393,22,140,11,1,281.058,5,0
1240.997,4,185,18.166,1296.062,22,149,12,1,294.487,5,0
104.719,4,0,6.673,132.68,22,30,13,1,28.435,5,0
197.115,3,0,0.943,226.896,22,50,14,1,47.451,5,0
455.21,3,81,4.332,490.434,22,63,15,1,107.24,5,1
32.277,3,0,1.072,58.858,22,13,16,1,12.316,5,1
0.0,2,0,2.0,0.0,22,0,17,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,18,1,0.0,5,2
0.0,2,0,2.0,0.0,22,0,19,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,20,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,21,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,22,1,0.0,5,1
0.0,2,0,2.0,0.0,22,0,23,1,0.0,5,1
0.0,2,0,2.0,0.0,23,0,0,1,0.0,5,1
0.0,2,0,2.0,0.0,23,0,1,1,0.0,5,1
0.0,2,0,2.0,0.0,23,0,2,1,0.0,5,2
0.0,2,0,2.0,0.0,23,0,3,1,0.0,5,2
0.0,2,0,2.0,0.0,23,0,4,1,0.0,5,1
0.0,2,0,2.0,0.0,23,0,5,1,0.0,5,1
0.0,2,0,2.0,0.0,23,0,6,1,0.0,5,1
0.0,2,0,2.0,0.0,23,0,7,1,0.0,5,1
0.0,2,0,-1.209,4.557,23,1,8,1,0.944,5,1
0.0,2,0,-1.164,22.809,23,5,9,1,4.728,5,1
1922.237,3,662,21.333,1998.541,23,69,10,1,470.807,5,0
247.916,4,0,10.632,278.727,23,64,11,1,60.776,5,0
385.9,4,0,5.405,419.61,23,92,12,1,89.438,5,0
1051.868,4,130,13.52,1101.705,23,141,13,1,245.157,5,0
659.528,4,68,11.618,699.435,23,108,14,1,154.694,5,0
471.886,4,89,8.309,507.48,23,65,15,1,112.996,5,0
41.263,3,0,0.832,68.012,23,15,16,1,14.217,5,0
0.0,3,0,3.0,0.0,23,0,17,1,0.0,5,0
0.0,3,0,3.0,0.0,23,0,18,1,0.0,5,1
0.0,3,0,3.0,0.0,23,0,19,1,0.0,5,1
0.0,3,0,3.0,0.0,23,0,20,1,0.0,5,1
0.0,3,0,3.0,0.0,23,0,21,1,0.0,5,1
0.0,3,0,3.0,0.0,23,0,22,1,0.0,5,1
0.0,3,0,3.0,0.0,23,0,23,1,0.0,5,1
0.0,3,0,3.0,0.0,24,0,0,1,0.0,5,1
0.0,3,0,3.0,0.0,24,0,1,1,0.0,5,1
0.0,3,0,3.0,0.0,24,0,2,1,0.0,5,2
0.0,3,0,3.0,0.0,24,0,3,1,0.0,5,2
0.0,3,0,3.0,0.0,24,0,4,1,0.0,5,2
0.0,3,0,3.0,0.0,24,0,5,1,0.0,5,1
0.0,3,0,3.0,0.0,24,0,6,1,0.0,5,1
0.0,3,0,3.0,0.0,24,0,7,1,0.0,5,1
0.0,4,0,0.92,13.555,24,3,8,1,2.835,5,1
27.749,4,0,1.163,54.245,24,12,9,1,11.355,5,1
54.334,4,0,1.461,81.331,24,18,10,1,17.046,5,1
89.718,4,0,1.81,117.39,24,26,11,1,24.64,5,1
53.984,5,0,2.594,80.974,24,18,12,1,17.053,5,1
185.72,5,0,3.661,215.274,24,48,13,1,45.543,5,1
0.0,5,0,2.249,17.995,24,4,14,1,3.784,5,1
111.871,4,0,1.891,139.97,24,31,15,1,29.389,5,1
1.104,4,0,1.163,27.104,24,6,16,1,5.673,5,1
0.0,4,0,4.0,0.0,24,0,17,1,0.0,5,2
0.0,4,0,4.0,0.0,24,0,18,1,0.0,5,2
0.0,4,0,4.0,0.0,24,0,19,1,0.0,5,2
0.0,4,0,4.0,0.0,24,0,20,1,0.0,5,1
0.0,4,0,4.0,0.0,24,0,21,1,0.0,5,1
0.0,4,0,4.0,0.0,24,0,22,1,0.0,5,1
0.0,4,0,4.0,0.0,24,0,23,1,0.0,5,1
0.0,4,0,4.0,0.0,25,0,0,1,0.0,5,1
0.0,4,0,4.0,0.0,25,0,1,1,0.0,5,1
0.0,4,0,4.0,0.0,25,0,2,1,0.0,5,1
0.0,4,0,4.0,0.0,25,0,3,1,0.0,5,1
0.0,4,0,4.0,0.0,25,0,4,1,0.0,5,0
0.0,4,0,4.0,0.0,25,0,5,1,0.0,5,0
0.0,4,0,4.0,0.0,25,0,6,1,0.0,5,0
0.0,4,0,4.0,0.0,25,0,7,1,0.0,5,0
0.0,4,0,-1.088,9.112,25,2,8,1,1.889,5,0
59.407,4,0,-0.367,86.5,25,19,9,1,17.99,5,0
178.957,4,0,1.283,208.376,25,46,10,1,43.64,5,0
493.666,5,0,7.08,529.746,25,114,11,1,113.733,5,0
579.959,5,3,9.571,618.003,25,131,12,1,134.162,5,0
762.512,5,43,12.013,804.906,25,138,13,1,177.167,5,0
679.915,5,68,11.832,720.308,25,112,14,1,159.365,5,0
986.266,4,379,14.464,1034.356,25,63,15,1,243.799,5,0
212.491,4,102,7.152,242.582,25,21,16,1,58.087,5,0
0.0,4,0,4.0,0.0,25,0,17,1,0.0,5,0
0.0,4,0,4.0,0.0,25,0,18,1,0.0,5,0
0.0,4,0,4.0,0.0,25,0,19,1,0.0,5,1
0.0,4,0,4.0,0.0,25,0,20,1,0.0,5,1
0.0,4,0,4.0,0.0,25,0,21,1,0.0,5,1
0.0,4,0,4.0,0.0,25,0,22,1,0.0,5,1
0.0,4,0,4.0,0.0,25,0,23,1,0.0,5,1
0.0,4,0,4.0,0.0,26,0,0,1,0.0,5,1
0.0,4,0,4.0,0.0,26,0,1,1,0.0,5,1
0.0,4,0,4.0,0.0,26,0,2,1,0.0,5,1
0.0,4,0,4.0,0.0,26,0,3,1,0.0,5,1
0.0,4,0,4.0,0.0,26,0,4,1,0.0,5,1
0.0,4,0,4.0,0.0,26,0,5,1,0.0,5,0
0.0,4,0,4.0,0.0,26,0,6,1,0.0,5,0
0.0,4,0,4.0,0.0,26,0,7,1,0.0,5,0
63.947,4,0,-0.206,91.126,26,20,8,1,18.965,5,0
188.437,5,0,2.433,218.045,26,48,9,1,45.888,5,0
526.598,5,15,7.609,563.421,26,111,10,1,121.534,5,0
1556.072,6,330,21.587,1620.489,26,133,11,1,375.43,5,0
2368.256,6,740,33.054,2460.528,26,76,12,1,603.344,5,0
2190.405,7,725,34.543,2276.112,26,72,13,1,564.353,5,0
1570.944,6,523,27.078,1635.823,26,76,14,1,395.632,5,0
925.934,5,368,17.963,972.448,26,57,15,1,232.913,5,0
227.827,5,119,8.249,258.228,26,21,16,1,62.702,5,0
0.0,5,0,5.0,0.0,26,0,17,1,0.0,5,0
0.0,4,0,4.0,0.0,26,0,18,1,0.0,5,0
0.0,3,0,3.0,0.0,26,0,19,1,0.0,5,1
0.0,3,0,3.0,0.0,26,0,20,1,0.0,5,1
0.0,3,0,3.0,0.0,26,0,21,1,0.0,5,1
0.0,3,0,3.0,0.0,26,0,22,1,0.0,5,1
0.0,3,0,3.0,0.0,26,0,23,1,0.0,5,1
0.0,3,0,3.0,0.0,27,0,0,1,0.0,5,0
0.0,3,0,3.0,0.0,27,0,1,1,0.0,5,0
0.0,3,0,3.0,0.0,27,0,2,1,0.0,5,0
0.0,3,0,3.0,0.0,27,0,3,1,0.0,5,1
0.0,3,0,3.0,0.0,27,0,4,1,0.0,5,1
0.0,3,0,3.0,0.0,27,0,5,1,0.0,5,1
0.0,4,0,4.0,0.0,27,0,6,1,0.0,5,1
0.0,4,0,4.0,0.0,27,0,7,1,0.0,5,1
18.89,4,0,1.076,45.22,27,10,8,1,9.462,5,1
192.867,4,0,2.627,222.563,27,49,9,1,46.878,5,1
1470.743,4,371,14.482,1532.548,27,103,10,1,347.092,5,1
1074.304,4,121,17.195,1124.745,27,152,11,1,254.051,5,0
533.995,5,0,11.42,570.986,27,125,12,1,124.937,5,0
598.837,5,11,10.073,637.319,27,130,13,1,138.769,5,0
320.328,6,0,8.095,352.642,27,78,14,1,76.044,5,0
259.506,6,0,6.025,290.555,27,62,15,1,62.096,5,0
36.295,6,0,2.677,62.951,27,14,16,1,13.262,5,0
0.0,5,0,5.0,0.0,27,0,17,1,0.0,5,0
0.0,5,0,5.0,0.0,27,0,18,1,0.0,5,0
0.0,5,0,5.0,0.0,27,0,19,1,0.0,5,0
0.0,4,0,4.0,0.0,27,0,20,1,0.0,5,0
0.0,3,0,3.0,0.0,27,0,21,1,0.0,5,1
0.0,3,0,3.0,0.0,27,0,22,1,0.0,5,1
0.0,2,0,2.0,0.0,27,0,23,1,0.0,5,1
0.0,2,0,2.0,0.0,28,0,0,1,0.0,5,1
0.0,2,0,2.0,0.0,28,0,1,1,0.0,5,1
0.0,2,0,2.0,0.0,28,0,2,1,0.0,5,1
0.0,2,0,2.0,0.0,28,0,3,1,0.0,5,1
0.0,2,0,2.0,0.0,28,0,4,1,0.0,5,1
0.0,2,0,2.0,0.0,28,0,5,1,0.0,5,1
0.0,3,0,3.0,0.0,28,0,6,1,0.0,5,1
0.0,3,0,3.0,0.0,28,0,7,1,0.0,5,1
0.0,3,0,0.475,18.112,28,4,8,1,3.78,5,2
54.682,3,0,0.375,81.685,28,18,9,1,17.042,5,1
98.534,4,0,1.881,126.376,28,28,10,1,26.534,5,1
269.814,4,0,3.439,301.075,28,67,11,1,63.634,5,1
9.973,4,0,1.53,36.137,28,8,12,1,7.576,5,1
195.504,4,0,2.636,225.254,28,50,13,1,47.446,5,1
27.688,4,0,1.542,54.182,28,12,14,1,11.36,5,1
1220.943,4,530,12.453,1275.439,28,51,15,1,299.736,5,1
346.488,4,220,6.917,379.355,28,24,16,1,94.26,5,1
0.0,4,0,4.0,0.0,28,0,17,1,0.0,5,1
0.0,4,0,4.0,0.0,28,0,18,1,0.0,5,1
0.0,4,0,4.0,0.0,28,0,19,1,0.0,5,1
0.0,4,0,4.0,0.0,28,0,20,1,0.0,5,0
0.0,4,0,4.0,0.0,28,0,21,1,0.0,5,0
0.0,4,0,4.0,0.0,28,0,22,1,0.0,5,0
0.0,4,0,4.0,0.0,28,0,23,1,0.0,5,1
0.0,4,0,4.0,0.0,29,0,0,1,0.0,5,1
0.0,4,0,4.0,0.0,29,0,1,1,0.0,5,1
0.0,4,0,4.0,0.0,29,0,2,1,0.0,5,1
0.0,4,0,4.0,0.0,29,0,3,1,0.0,5,1
0.0,4,0,4.0,0.0,29,0,4,1,0.0,5,1
0.0,4,0,4.0,0.0,29,0,5,1,0.0,5,0
0.0,4,0,4.0,0.0,29,0,6,1,0.0,5,0
0.0,4,0,4.0,0.0,29,0,7,1,0.0,5,0
0.0,4,0,-1.04,13.668,29,3,8,1,2.835,5,0
1371.045,4,588,16.622,1429.872,29,52,9,1,339.893,5,0
445.587,5,0,11.7,480.599,29,105,10,1,105.29,5,0
